S. No.,INSTITUTE NAME,INSTITUTE TYPE,FW,BRANCH,NATIONALPLAYER,OPENING JEE COMMON RANK,CLOSING JEE COMMON RANK,ALLOTTED CATEGORY,DOMICILE,TOTAL ALLOTTED
671,"Lakshmi Narain College of Technology & Science, Bhopal (2006)",private,N,CSE,,104122,357764,EWS,,22
672,"Lakshmi Narain College of Technology & Science, Bhopal (2006)",private,Y,CSE,,52378,160417,FW/OP,,9
673,"Lakshmi Narain College of Technology & Science, Bhopal (2006)",private,N,CSE,,419975,419975,JKM,,1
674,"Lakshmi Narain College of Technology & Science, Bhopal (2006)",private,N,CSE,,302570,621270,OBC/X/OP,,93
675,"Lakshmi Narain College of Technology & Science, Bhopal (2006)",private,N,CSE,,422086,1042886,SC/X/OP,,11
676,"Lakshmi Narain College of Technology & Science, Bhopal (2006)",private,N,CSE,,73134,299045,UR/X/OP,,81
677,"Lakshmi Narain College of Technology & Science, Bhopal (2006)",private,N,CSECS,,433486,511425,EWS,,15
678,"Lakshmi Narain College of Technology & Science, Bhopal (2006)",private,Y,CSECS,,200006,227851,FW/OP,,6
679,"Lakshmi Narain College of Technology & Science, Bhopal (2006)",private,N,CSECS,,453094,1064662,OBC/X/OP,,74
680,"Lakshmi Narain College of Technology & Science, Bhopal (2006)",private,N,CSECS,,1008666,1008666,ST/X/OP,,1
681,"Lakshmi Narain College of Technology & Science, Bhopal (2006)",private,N,CSECS,,258595,422068,UR/X/OP,,60
682,"Lakshmi Narain College of Technology & Science, Bhopal (2006)",private,N,CSEIML,,149534,429006,EWS,,22
683,"Lakshmi Narain College of Technology & Science, Bhopal (2006)",private,Y,CSEIML,,154956,193273,FW/OP,,9
684,"Lakshmi Narain College of Technology & Science, Bhopal (2006)",private,N,CSEIML,,417193,787151,OBC/X/OP,,102
685,"Lakshmi Narain College of Technology & Science, Bhopal (2006)",private,N,CSEIML,,574734,836938,SC/X/OP,,2
686,"Lakshmi Narain College of Technology & Science, Bhopal (2006)",private,N,CSEIML,,136122,351194,UR/X/OP,,81
687,"Lakshmi Narain College of Technology & Science, Bhopal (2006)",private,N,EC,,410618,625985,EWS,,3
688,"Lakshmi Narain College of Technology & Science, Bhopal (2006)",private,Y,EC,,317663,328466,FW/OP,,2
689,"Lakshmi Narain College of Technology & Science, Bhopal (2006)",private,N,EC,,896030,1449916,OBC/X/OP,,5
690,"Lakshmi Narain College of Technology & Science, Bhopal (2006)",private,N,EC,,261585,681789,UR/X/OP,,29
691,"Lakshmi Narain College of Technology & Science, Bhopal (2006)",private,N,MECH,,1433791,1433791,UR/X/OP,,1
692,"Lakshmi Narain College of Technology Excellence, Bhopal (2007)",private,N,CSE,,258901,564785,EWS,,22
693,"Lakshmi Narain College of Technology Excellence, Bhopal (2007)",private,Y,CSE,,103551,223983,FW/OP,,9
694,"Lakshmi Narain College of Technology Excellence, Bhopal (2007)",private,N,CSE,,470466,1070141,OBC/X/OP,,102
695,"Lakshmi Narain College of Technology Excellence, Bhopal (2007)",private,N,CSE,,1141692,1267560,SC/X/OP,,2
696,"Lakshmi Narain College of Technology Excellence, Bhopal (2007)",private,N,CSE,,79482,422171,UR/X/OP,,81
697,"Lakshmi Narain College of Technology Excellence, Bhopal (2007)",private,N,CSEDS,,366151,710009,EWS,,15
698,"Lakshmi Narain College of Technology Excellence, Bhopal (2007)",private,Y,CSEDS,,248901,282063,FW/OP,,6
699,"Lakshmi Narain College of Technology Excellence, Bhopal (2007)",private,N,CSEDS,,662614,1469136,OBC/X/OP,,45
700,"Lakshmi Narain College of Technology Excellence, Bhopal (2007)",private,N,CSEDS,,161948,566289,UR/X/OP,,90
701,"Lakshmi Narain College of Technology Excellence, Bhopal (2007)",private,N,CSEIML,,318576,613567,EWS,,15
702,"Lakshmi Narain College of Technology Excellence, Bhopal (2007)",private,Y,CSEIML,,201372,241926,FW/OP,,6
703,"Lakshmi Narain College of Technology Excellence, Bhopal (2007)",private,N,CSEIML,,461619,461619,JKM,,1
704,"Lakshmi Narain College of Technology Excellence, Bhopal (2007)",private,N,CSEIML,,569859,1144908,OBC/X/OP,,66
705,"Lakshmi Narain College of Technology Excellence, Bhopal (2007)",private,N,CSEIML,,1279331,1388872,SC/X/OP,,2
706,"Lakshmi Narain College of Technology Excellence, Bhopal (2007)",private,N,CSEIML,,1427280,1427280,ST/X/OP,,1
707,"Lakshmi Narain College of Technology Excellence, Bhopal (2007)",private,N,CSEIML,,217286,453564,UR/X/OP,,54
708,"Lakshmi Narain College of Technology Excellence, Bhopal (2007)",private,N,EC,,298327,819400,EWS,,3
709,"Lakshmi Narain College of Technology Excellence, Bhopal (2007)",private,Y,EC,,313777,326074,FW/OP,,2
710,"Lakshmi Narain College of Technology Excellence, Bhopal (2007)",private,N,EC,,1037435,1069776,OBC/X/OP,,2
711,"Lakshmi Narain College of Technology Excellence, Bhopal (2007)",private,N,EC,,516786,820144,UR/X/OP,,32
712,"Lakshmi Narain College of Technology Excellence, Bhopal (2007)",private,N,ECACT,,821576,904101,EWS,,7
713,"Lakshmi Narain College of Technology Excellence, Bhopal (2007)",private,N,ECACT,,512799,1053010,UR/X/OP,,68
714,"Lakshmi Narain College of Technology Excellence, Bhopal (2007)",private,N,MECH,,556682,1427292,UR/X/OP,,7
715,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,CE,,717153,781142,EWS,,2
716,"Lakshmi Narain College of Technology, Bhopal (1994)",private,Y,CE,,517214,620915,FW/OP,,3
717,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,CE,,377411,1459268,UR/X/OP,,54
718,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,CSE,,107349,205267,EWS,,45
719,"Lakshmi Narain College of Technology, Bhopal (1994)",private,Y,CSE,,50847,111813,FW/OP,,18
720,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,CSE,,247619,247619,JKM,,1
721,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,CSE,,992756,992756,JKR,,1
722,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,CSE,,166806,290325,OBC/X/OP,,115
723,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,CSE,,206661,1464955,SC/X/OP,,88
724,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,CSE,,707833,1205820,ST/X/OP,,4
725,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,CSE,,66975,166226,UR/X/OP,,161
726,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,CSEAIADS,,123771,299780,EWS,,22
727,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,CSEAIADS,,264426,549411,OBC/X/OP,,94
728,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,CSEAIADS,,677712,1439319,SC/X/OP,,9
729,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,CSEAIADS,,721992,721992,ST/X/OP,,1
730,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,CSEAIADS,,110374,236057,UR/X/OP,,81
731,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,CSEIML,,135549,296639,EWS,,45
732,"Lakshmi Narain College of Technology, Bhopal (1994)",private,Y,CSEIML,,96513,150086,FW/OP,,18
733,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,CSEIML,,264198,532802,OBC/X/OP,,181
734,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,CSEIML,,540978,1432996,SC/X/OP,,25
735,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,CSEIML,,962932,962932,ST/X/OP,,1
736,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,CSEIML,,74756,252727,UR/X/OP,,162
737,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,EC,,325868,641332,EWS,,22
738,"Lakshmi Narain College of Technology, Bhopal (1994)",private,Y,EC,,173862,269535,FW/OP,,9
739,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,EC,,596117,1450904,OBC/X/OP,,51
740,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,EC,,132546,586606,UR/X/OP,,152
741,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,ECACT,,298639,415281,EWS,,7
742,"Lakshmi Narain College of Technology, Bhopal (1994)",private,Y,ECACT,,155935,227867,FW/OP,,3
743,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,ECACT,,534313,1388017,OBC/X/OP,,27
744,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,ECACT,,255278,527406,UR/X/OP,,41
745,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,ELECT ELEX,,359689,841126,EWS,,7
746,"Lakshmi Narain College of Technology, Bhopal (1994)",private,Y,ELECT ELEX,,242313,311777,FW/OP,,3
747,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,ELECT ELEX,,715620,1386647,OBC/X/OP,,16
748,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,ELECT ELEX,,1310782,1310782,SC/X/OP,,1
749,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,ELECT ELEX,,254529,702964,UR/X/OP,,51
750,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,MECH,,605271,1079334,EWS,,7
751,"Lakshmi Narain College of Technology, Bhopal (1994)",private,Y,MECH,,282034,590833,FW/OP,,3
752,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,MECH,,1443882,1443882,OBC/X/OP,,1
753,"Lakshmi Narain College of Technology, Bhopal (1994)",private,N,MECH,,304762,1310372,UR/X/OP,,67
754,"Lakshmi Narain College of Technology, Indore (2004)",private,N,CSE,,682539,1405118,EWS,,7
755,"Lakshmi Narain College of Technology, Indore (2004)",private,N,CSE,,164391,1472952,UR/X/OP,,56
756,"Lakshmi Narain College of Technology, Indore (2004)",private,N,EC,,962550,1215789,UR/X/OP,,2
757,"Lakshmi Narain College of Technology, Indore (2004)",private,N,ELECT ELEX,,824587,882661,UR/X/OP,,2
758,"Lakshmi Narain College of Technology, Indore (2004)",private,N,IT,,270122,1351881,UR/X/OP,,13
759,"Lakshmi Narain College of Technology, Indore (2004)",private,N,MECH,,209726,209726,EWS,,1
760,"Lakshmi Narain College of Technology, Indore (2004)",private,N,MECH,,969827,969827,UR/X/OP,,1
761,"Lakshmi Narain College of Technology, Jabalpur (2008)",private,N,CSE,,859072,859072,EWS,,1
762,"Lakshmi Narain College of Technology, Jabalpur (2008)",private,N,CSE,,155454,1117722,UR/X/OP,,7
763,"Lakshmi Narain College of Technology, Jabalpur (2008)",Private,N,CSEIML,,427190,1405816,UR/X/OP,,7
764,"Laxmipati Institute of Science & Technology, Bhopal (2008)",private,N,CSE,,625628,1191079,EWS,,5
765,"Laxmipati Institute of Science & Technology, Bhopal (2008)",private,N,CSE,,219187,1440313,UR/X/OP,,32
766,"Laxmipati Institute of Science & Technology, Bhopal (2008)",private,Y,EC,,900399,900399,FW/OP,,1
767,LNCT (BHOPAL) INDORE CAMPUS (2006),private,N,CE,,1320840,1320840,EWS,,1
768,LNCT (BHOPAL) INDORE CAMPUS (2006),private,N,CE,,556328,1075974,UR/X/OP,,3
769,LNCT (BHOPAL) INDORE CAMPUS (2006),private,N,CSE,,289958,1056735,EWS,,5
770,LNCT (BHOPAL) INDORE CAMPUS (2006),private,N,CSE,,90349,1442887,UR/X/OP,,72
771,LNCT (BHOPAL) INDORE CAMPUS (2006),private,N,EC,,296715,1185661,UR/X/OP,,5
772,LNCT (BHOPAL) INDORE CAMPUS (2006),private,N,MECH,,556820,576948,UR/X/OP,,2
773,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AI,,95097,152587,EWS,Y,15
774,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,Y,AI,,100318,139998,FW/OP,Y,6
775,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AI,,244548,244548,OBC/S/OP,Y,1
776,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AI,,195359,229877,OBC/X/F,Y,5
777,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AI,,175630,201925,OBC/X/OP,Y,14
778,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AI,,464326,1263453,SC/X/F,Y,7
779,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AI,,379453,1346491,SC/X/OP,Y,42
780,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AI,,655654,1406891,ST/X/F,Y,2
781,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AI,,1173135,1173135,ST/X/OP,Y,1
782,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AI,,338540,376319,UR/S/OP,Y,3
783,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AI,,141914,188707,UR/X/F,Y,14
784,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AI,,79034,93141,UR/X/OP,AI,6
785,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AI,,95269,173866,UR/X/OP,Y,40
786,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AIAIDS,,117425,142040,EWS,Y,7
787,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,Y,AIAIDS,,66346,111190,FW/OP,Y,3
788,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AIAIDS,,184866,188746,OBC/X/F,Y,2
789,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AIAIDS,,157486,169819,OBC/X/OP,Y,8
790,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AIAIDS,,210335,539698,SC/X/F,Y,2
791,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AIAIDS,,237452,771077,SC/X/OP,Y,23
792,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AIAIDS,,1037583,1037583,ST/X/OP,Y,1
793,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AIAIDS,,663352,663352,UR/S/F,Y,1
794,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AIAIDS,,152664,152664,UR/S/OP,Y,1
795,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AIAIDS,,71496,160864,UR/X/F,Y,7
796,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AIAIDS,,82788,87075,UR/X/OP,AI,3
797,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AIAIDS,,67288,147723,UR/X/OP,Y,20
798,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AIML,,64561,140215,EWS,Y,7
799,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,Y,AIML,,77945,86229,FW/OP,Y,3
800,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AIML,,152577,188489,OBC/X/F,Y,2
801,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AIML,,138550,164176,OBC/X/OP,Y,8
802,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AIML,,475062,560592,SC/X/F,Y,2
803,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AIML,,385740,812953,SC/X/OP,Y,23
804,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AIML,,682456,682456,ST/X/OP,Y,1
805,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AIML,,215834,215834,UR/S/OP,Y,1
806,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AIML,,79846,151918,UR/X/F,Y,7
807,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AIML,,79379,82849,UR/X/OP,AI,3
808,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,AIML,,100091,136030,UR/X/OP,Y,21
809,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CE,,328760,612022,EWS,Y,15
810,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,Y,CE,,148581,299745,FW/OP,Y,6
811,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CE,,712225,830640,OBC/X/F,Y,4
812,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CE,,683856,1461046,OBC/X/OP,Y,31
813,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CE,,1302400,1302400,SC/X/F,Y,1
814,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CE,,797387,1365451,SC/X/OP,Y,7
815,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CE,,1054639,1404365,ST/X/F,Y,2
816,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CE,,516801,516801,UR/S/OP,Y,1
817,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CE,,348037,615774,UR/X/F,Y,15
818,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CE,,129374,198328,UR/X/OP,AI,6
819,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CE,,184183,674973,UR/X/OP,Y,68
820,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CHEM,,266668,474807,EWS,Y,7
821,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CHEM,,812087,813215,OBC/X/F,Y,2
822,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CHEM,,717083,1380193,OBC/X/OP,Y,17
823,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CHEM,,879746,901255,SC/X/F,Y,2
824,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CHEM,,256604,482203,UR/X/F,Y,7
825,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CHEM,,186604,198375,UR/X/OP,AI,3
826,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CHEM,,231918,706587,UR/X/OP,Y,37
827,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSBS,,137171,199484,EWS,Y,15
828,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,Y,CSBS,,99430,172165,FW/OP,Y,6
829,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSBS,,737432,737432,OBC/S/F,Y,1
830,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSBS,,236651,248735,OBC/X/F,Y,5
831,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSBS,,242683,334998,OBC/X/OP,Y,57
832,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSBS,,1106566,1465563,SC/X/F,Y,2
833,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSBS,,331444,1391762,SC/X/OP,Y,7
834,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSBS,,203154,329251,UR/S/OP,Y,3
835,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSBS,,162554,225100,UR/X/F,Y,15
836,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSBS,,78105,90656,UR/X/OP,AI,6
837,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSBS,,155542,230453,UR/X/OP,Y,39
838,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSD,,104558,172204,EWS,Y,15
839,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,Y,CSD,,108686,132133,FW/OP,Y,6
840,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSD,,379088,379088,OBC/S/F,Y,1
841,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSD,,197149,212174,OBC/X/F,Y,5
842,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSD,,183978,235008,OBC/X/OP,Y,40
843,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSD,,416846,864596,SC/X/F,Y,6
844,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSD,,559743,1441197,SC/X/OP,Y,20
845,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSD,,357359,357359,UR/S/F,Y,1
846,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSD,,269461,284309,UR/S/OP,Y,2
847,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSD,,122929,196717,UR/X/F,Y,16
848,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSD,,82148,96541,UR/X/OP,AI,6
849,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSD,,97230,182581,UR/X/OP,Y,38
850,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSE,,71901,91611,EWS,Y,15
851,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,Y,CSE,,37082,75518,FW/OP,Y,6
852,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSE,,232435,232435,JKM,N,1
853,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSE,,105801,105801,OBC/S/OP,Y,1
854,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSE,,96961,121647,OBC/X/F,Y,5
855,"Madhav Institute of Technology and Science, Gwalior (1957)
(Deemed University)",AIDED,N,CSE,,93644,107237,OBC/X/OP,Y,14
